idx,target,predict
78,6.63,-6.60000000000008
79,6.63,-6.60000000000008
80,6.63,-6.60000000000008
81,6.63,-6.60000000000008
82,6.63,-6.60000000000008
83,6.63,-6.60000000000008
84,6.63,-6.60000000000008
85,6.63,-6.60000000000008
86,6.63,-6.60000000000008
87,6.63,-6.60000000000008
88,6.63,-6.60000000000008
89,6.63,-6.60000000000008
90,6.63,-6.60000000000008
91,6.63,-6.60000000000008
92,6.63,-6.60000000000008
93,6.63,-6.60000000000008
94,6.63,-6.60000000000008
95,6.63,-6.60000000000008
96,6.63,-6.60000000000008
97,6.63,-6.60000000000008
98,6.63,-6.60000000000008
99,6.63,-6.60000000000008
100,6.63,-6.60000000000008
101,7.43,-5.72500000000005
102,8.23,-4.85000000000002
103,8.23,-4.85000000000002
104,8.23,-4.85000000000002
105,8.23,-4.85000000000002
106,8.23,-4.85000000000002
107,8.23,-4.85000000000002
108,8.23,-4.85000000000002
109,8.23,-4.85000000000002
110,8.23,-4.85000000000002
111,8.23,-4.85000000000002
112,8.23,-4.85000000000002
113,8.23,-4.85000000000002
114,8.23,-4.85000000000002
115,8.23,-4.85000000000002
116,8.23,-4.85000000000002
117,8.23,-4.85000000000002
118,8.23,-4.85000000000002
119,8.23,-4.85000000000002
120,8.23,-4.85000000000002
121,8.23,-4.85000000000002
122,8.23,-4.85000000000002
123,8.23,-4.85000000000002
124,8.23,-4.85000000000002
125,9.03,-3.97500000000002
126,9.83,-3.10000000000008
127,9.83,-3.10000000000008
128,9.83,-3.10000000000008
129,9.83,-3.10000000000008
130,9.83,-3.10000000000008
131,9.83,-3.10000000000008
132,9.83,-3.10000000000008
133,9.83,-3.10000000000008
134,9.83,-3.10000000000008
135,9.83,-3.10000000000008
136,9.83,-3.10000000000008
137,9.83,-3.10000000000008
138,9.83,-3.10000000000008
139,9.83,-3.10000000000008
140,9.83,-3.10000000000008
141,9.83,-3.10000000000008
142,9.83,-3.10000000000008
143,9.83,-3.10000000000008
144,9.83,-3.10000000000008
145,9.83,-3.10000000000008
146,9.83,-3.10000000000008
147,9.83,-3.10000000000008
148,9.83,-3.10000000000008
149,9.83,-3.10000000000008
150,9.83,-3.10000000000008
151,9.83,-3.10000000000008
152,9.83,-3.10000000000008
153,9.83,-3.10000000000008
154,9.83,-3.10000000000008
155,9.83,-3.10000000000008
156,10.63,-2.22500000000008
157,11.43,-1.35000000000005
158,11.43,-1.35000000000005
159,11.43,-1.35000000000005
160,11.43,-1.35000000000005
161,11.43,-1.35000000000005
162,11.43,-1.35000000000005
163,11.43,-1.35000000000005
164,11.43,-1.35000000000005
165,11.43,-1.35000000000005
166,11.43,-1.35000000000005
167,11.43,-1.35000000000005
168,11.43,-1.35000000000005
169,11.43,-1.35000000000005
170,11.43,-1.35000000000005
171,11.43,-1.35000000000005
172,11.43,-1.35000000000005
173,11.43,-1.35000000000005
174,11.43,-1.35000000000005
175,11.43,-1.35000000000005
176,11.43,-1.35000000000005
177,11.43,-1.35000000000005
178,11.43,-1.35000000000005
179,11.43,-1.35000000000005
180,11.43,-1.35000000000005
181,11.43,-1.35000000000005
182,11.43,-1.35000000000005
183,11.43,-1.35000000000005
184,11.43,-1.35000000000005
185,11.43,-1.35000000000005
186,11.43,-1.35000000000005
187,11.43,-1.35000000000005
188,11.43,-1.35000000000005
189,11.43,-1.35000000000005
190,11.43,-1.35000000000005
191,11.43,-1.35000000000005
192,11.43,-1.35000000000005
193,11.43,-1.35000000000005
194,11.43,-1.35000000000005
195,11.43,-1.35000000000005
196,11.43,-1.35000000000005
197,11.43,-1.35000000000005
198,11.43,-1.35000000000005
199,11.43,-1.35000000000005
200,11.43,-1.35000000000005
201,12.23,-0.475000000000023
202,13.03,0.399999999999977
203,13.03,0.399999999999977
204,13.03,0.399999999999977
205,13.03,0.399999999999977
206,13.03,0.399999999999977
207,13.03,0.399999999999977
208,13.03,0.399999999999977
209,13.03,0.399999999999977
210,13.03,0.399999999999977
211,13.03,0.399999999999977
212,13.03,0.399999999999977
213,13.03,0.399999999999977
214,13.03,0.399999999999977
215,13.03,0.399999999999977
216,13.03,0.399999999999977
217,13.03,0.399999999999977
218,13.03,0.399999999999977
219,13.03,0.399999999999977
220,13.03,0.399999999999977
221,13.03,0.399999999999977
222,13.03,0.399999999999977
223,13.03,0.399999999999977
224,13.03,0.399999999999977
225,13.03,0.399999999999977
226,13.03,0.399999999999977
227,13.03,0.399999999999977
228,13.03,0.399999999999977
229,13.03,0.399999999999977
230,13.03,0.399999999999977
231,13.03,0.399999999999977
232,13.03,0.399999999999977
233,13.03,0.399999999999977
234,13.03,0.399999999999977
235,13.03,0.399999999999977
236,13.03,0.399999999999977
237,13.03,0.399999999999977
238,13.03,0.399999999999977
239,13.03,0.399999999999977
240,13.03,0.399999999999977
241,13.03,0.399999999999977
242,13.03,0.399999999999977
243,13.03,0.399999999999977
244,13.03,0.399999999999977
245,13.03,0.399999999999977
246,13.03,0.399999999999977
247,13.03,0.399999999999977
248,13.03,0.399999999999977
249,13.03,0.399999999999977
250,13.03,0.399999999999977
251,13.03,0.399999999999977
252,13.03,0.399999999999977
253,13.83,1.27499999999992
254,14.63,2.14999999999992
255,14.63,2.14999999999992
256,14.63,2.14999999999992
257,14.63,2.14999999999992
258,13.63,1.34999999999997
259,13.63,1.34999999999997
260,13.63,1.34999999999997
261,13.63,1.34999999999997
262,13.63,1.34999999999997
263,13.63,1.34999999999997
264,13.63,1.34999999999997
265,13.63,1.34999999999997
266,13.63,1.34999999999997
267,13.63,1.34999999999997
268,13.63,1.34999999999997
269,13.63,1.34999999999997
270,13.63,1.34999999999997
271,13.63,1.34999999999997
272,13.63,1.34999999999997
273,13.63,1.34999999999997
274,13.63,1.34999999999997
275,13.63,1.34999999999997
276,13.63,1.34999999999997
277,13.63,1.34999999999997
278,13.63,1.34999999999997
279,13.63,1.34999999999997
280,13.63,1.34999999999997
281,13.63,1.34999999999997
282,13.63,1.34999999999997
283,13.63,1.34999999999997
284,13.63,1.34999999999997
285,13.63,1.34999999999997
286,13.63,1.34999999999997
287,13.63,1.34999999999997
288,13.63,1.34999999999997
289,13.63,1.34999999999997
290,13.63,1.34999999999997
291,13.63,1.34999999999997
292,13.63,1.34999999999997
293,13.63,1.34999999999997
294,13.63,1.34999999999997
295,13.63,1.34999999999997
296,13.63,1.34999999999997
297,13.63,1.34999999999997
298,13.63,1.34999999999997
299,13.63,1.34999999999997
300,13.63,1.34999999999997
301,13.63,1.34999999999997
302,13.63,1.34999999999997
303,13.63,1.34999999999997
304,13.63,1.34999999999997
305,13.63,1.34999999999997
306,13.63,1.34999999999997
307,13.63,1.34999999999997
308,13.63,1.34999999999997
309,13.63,1.34999999999997
310,13.63,1.34999999999997
311,13.63,1.34999999999997
312,13.63,1.34999999999997
313,13.63,1.34999999999997
314,13.63,1.34999999999997
315,13.63,1.34999999999997
316,13.63,1.34999999999997
317,13.63,1.34999999999997
318,13.63,1.34999999999997
319,13.63,1.34999999999997
320,13.63,1.34999999999997
321,13.63,1.34999999999997
322,13.63,1.34999999999997
323,13.63,1.34999999999997
324,13.63,1.34999999999997
325,13.63,1.34999999999997
326,13.63,1.34999999999997
327,13.63,1.34999999999997
328,13.63,1.34999999999997
329,13.63,1.34999999999997
330,13.63,1.34999999999997
331,14.43,2.22499999999997
332,15.23,3.09999999999999
333,15.23,3.09999999999999
334,15.23,3.09999999999999
335,15.23,3.09999999999999
336,15.23,3.09999999999999
337,15.23,3.09999999999999
338,15.23,3.09999999999999
339,15.23,3.09999999999999
340,15.23,3.09999999999999
341,14.13,2.55000000000001
342,14.13,2.55000000000001
343,14.13,2.55000000000001
344,14.13,2.55000000000001
345,14.13,2.55000000000001
346,14.13,2.55000000000001
347,14.13,2.55000000000001
348,14.13,2.55000000000001
349,14.13,2.55000000000001
350,14.13,2.55000000000001
351,14.13,2.55000000000001
352,14.13,2.55000000000001
353,14.13,2.55000000000001
354,14.13,2.55000000000001
355,14.13,2.55000000000001
356,14.13,2.55000000000001
357,14.13,2.55000000000001
358,14.13,2.55000000000001
359,14.13,2.55000000000001
360,14.13,2.55000000000001
361,14.13,2.55000000000001
362,14.13,2.55000000000001
363,14.13,2.55000000000001
364,14.13,2.55000000000001
365,14.13,2.55000000000001
366,14.13,2.55000000000001
367,14.13,2.55000000000001
368,14.13,2.55000000000001
369,14.13,2.55000000000001
370,14.13,2.55000000000001
371,14.13,2.55000000000001
372,14.13,2.55000000000001
373,14.13,2.55000000000001
374,14.13,2.55000000000001
375,14.13,2.55000000000001
376,14.13,2.55000000000001
377,14.13,2.55000000000001
378,14.13,2.55000000000001
379,14.13,2.55000000000001
380,14.13,2.55000000000001
381,14.13,2.55000000000001
382,14.13,2.55000000000001
383,14.13,2.55000000000001
384,14.13,2.55000000000001
385,14.13,2.55000000000001
386,14.13,2.55000000000001
387,14.13,2.55000000000001
388,14.13,2.55000000000001
389,14.13,2.55000000000001
390,14.13,2.55000000000001
391,14.13,2.55000000000001
392,14.13,2.55000000000001
393,14.13,2.55000000000001
394,14.13,2.55000000000001
395,14.13,2.55000000000001
396,14.13,2.55000000000001
397,14.13,2.55000000000001
398,14.13,2.55000000000001
399,14.13,2.55000000000001
400,14.13,2.55000000000001
401,14.13,2.55000000000001
402,14.13,2.55000000000001
403,14.13,2.55000000000001
404,14.13,2.55000000000001
405,14.13,2.55000000000001
406,14.13,2.55000000000001
407,14.13,2.55000000000001
408,14.13,2.55000000000001
409,14.13,2.55000000000001
410,14.13,2.55000000000001
411,14.13,2.55000000000001
412,14.13,2.55000000000001
413,14.13,2.55000000000001
414,14.13,2.55000000000001
415,14.13,2.55000000000001
416,14.13,2.55000000000001
417,14.13,2.55000000000001
418,14.13,2.55000000000001
419,14.13,2.55000000000001
420,14.13,2.55000000000001
421,14.13,2.55000000000001
422,14.13,2.55000000000001
423,14.13,2.55000000000001
424,14.23,2.64999999999992
425,14.23,2.64999999999992
426,14.23,2.64999999999992
427,14.23,2.64999999999992
428,14.23,2.64999999999992
429,14.23,2.64999999999992
430,14.23,2.64999999999992
431,14.23,2.64999999999992
432,14.23,2.64999999999992
433,14.23,2.64999999999992
434,14.23,2.64999999999992
435,14.23,2.64999999999992
436,14.23,2.64999999999992
437,14.23,2.64999999999992
438,14.23,2.64999999999992
439,14.23,2.64999999999992
440,14.23,2.64999999999992
441,14.23,2.64999999999992
442,14.23,2.64999999999992
443,14.23,2.64999999999992
444,14.23,2.64999999999992
445,14.23,2.64999999999992
446,14.23,2.64999999999992
447,14.23,2.64999999999992
448,14.23,2.64999999999992
449,14.23,2.64999999999992
450,14.23,2.64999999999992
451,14.23,2.64999999999992
452,14.23,2.64999999999992
453,14.23,2.64999999999992
454,14.23,2.64999999999992
455,14.23,2.64999999999992
456,14.23,2.64999999999992
457,14.23,2.64999999999992
458,14.23,2.64999999999992
459,14.23,2.64999999999992
460,14.23,2.64999999999992
461,14.23,2.64999999999992
462,14.23,2.64999999999992
463,14.23,2.64999999999992
464,14.23,2.64999999999992
465,14.23,2.64999999999992
466,14.23,2.64999999999992
467,14.23,2.64999999999992
468,14.23,2.64999999999992
469,14.23,2.64999999999992
470,14.23,2.64999999999992
471,14.23,2.64999999999992
472,14.23,2.64999999999992
473,14.23,2.64999999999992
474,14.23,2.64999999999992
475,14.23,2.64999999999992
476,14.23,2.64999999999992
477,14.23,2.64999999999992
478,14.23,2.64999999999992
479,14.23,2.64999999999992
480,14.23,2.64999999999992
481,14.23,2.64999999999992
482,14.23,2.64999999999992
483,13.23,2.14999999999992
484,13.23,2.14999999999992
485,14.03,2.99999999999994
486,14.83,3.84999999999985
487,14.83,3.84999999999985
488,14.83,3.84999999999985
489,14.83,3.84999999999985
490,14.83,3.84999999999985
491,14.83,3.84999999999985
492,14.83,3.84999999999985
493,14.83,3.84999999999985
494,14.83,3.84999999999985
495,14.83,3.84999999999985
496,14.83,3.84999999999985
497,14.83,3.84999999999985
498,14.83,3.84999999999985
499,14.83,3.84999999999985
500,14.83,3.84999999999985
501,14.83,3.84999999999985
502,14.83,3.84999999999985
503,14.83,3.84999999999985
504,14.83,3.84999999999985
505,14.83,3.84999999999985
506,14.83,3.84999999999985
507,14.83,3.84999999999985
508,14.83,3.84999999999985
509,14.93,3.94999999999987
510,14.93,3.94999999999987
511,14.93,3.94999999999987
512,14.93,3.94999999999987
513,14.93,3.94999999999987
514,14.93,3.94999999999987
515,14.93,3.94999999999987
516,14.93,3.94999999999987
517,14.93,3.94999999999987
518,14.93,3.94999999999987
519,14.93,3.94999999999987
520,14.93,3.94999999999987
521,14.93,3.94999999999987
522,14.93,3.94999999999987
523,14.93,3.94999999999987
524,14.93,3.94999999999987
525,14.93,3.94999999999987
526,14.93,3.94999999999987
527,14.93,3.94999999999987
528,14.93,3.94999999999987
529,14.93,3.94999999999987
530,14.93,3.94999999999987
531,14.93,3.94999999999987
532,14.93,3.94999999999987
533,14.93,3.94999999999987
534,14.93,3.94999999999987
535,14.93,3.94999999999987
536,14.93,3.94999999999987
537,14.93,3.94999999999987
538,14.93,3.94999999999987
539,14.93,3.94999999999987
540,14.93,3.94999999999987
541,14.93,3.94999999999987
542,14.93,3.94999999999987
543,14.93,3.94999999999987
544,14.93,3.94999999999987
545,14.93,3.94999999999987
546,14.93,3.94999999999987
547,14.93,3.94999999999987
548,14.93,3.94999999999987
549,14.93,3.94999999999987
550,14.93,3.94999999999987
551,14.93,3.94999999999987
552,14.93,3.94999999999987
553,14.93,3.94999999999987
554,14.93,3.94999999999987
555,14.93,3.94999999999987
556,14.93,3.94999999999987
557,14.93,3.94999999999987
558,14.93,3.94999999999987
559,14.93,3.94999999999987
560,14.93,3.94999999999987
561,14.93,3.94999999999987
562,14.93,3.94999999999987
563,14.93,3.94999999999987
564,14.93,3.94999999999987
565,14.93,3.94999999999987
566,14.93,3.94999999999987
567,14.93,3.94999999999987
568,14.93,3.94999999999987
569,14.93,3.94999999999987
570,14.93,3.94999999999987
571,14.93,3.94999999999987
572,14.93,3.94999999999987
573,14.93,3.94999999999987
574,14.93,3.94999999999987
575,14.93,3.94999999999987
576,14.93,3.94999999999987
577,14.93,3.94999999999987
578,14.93,3.94999999999987
579,14.93,3.94999999999987
580,14.93,3.94999999999987
581,14.93,3.94999999999987
582,14.93,3.94999999999987
583,14.93,3.94999999999987
584,14.93,3.94999999999987
585,14.93,3.94999999999987
586,14.93,3.94999999999987
587,14.93,3.94999999999987
588,14.93,3.94999999999987
589,14.93,3.94999999999987
590,14.93,3.94999999999987
591,14.93,3.94999999999987
592,14.93,3.94999999999987
593,14.93,3.94999999999987
594,14.93,3.94999999999987
595,14.93,3.94999999999987
596,14.93,3.94999999999987
597,14.93,3.94999999999987
598,13.83,3.44999999999987
599,13.83,3.44999999999987
600,13.83,3.44999999999987
601,13.83,3.44999999999987
602,13.83,3.44999999999987
603,13.83,3.44999999999987
604,13.83,3.44999999999987
605,13.83,3.44999999999987
606,13.83,3.44999999999987
607,13.83,3.44999999999987
608,13.83,3.44999999999987
609,13.83,3.44999999999987
610,13.83,3.44999999999987
611,13.83,3.44999999999987
612,13.83,3.44999999999987
613,13.83,3.44999999999987
614,13.83,3.44999999999987
615,13.83,3.44999999999987
616,13.83,3.44999999999987
617,13.83,3.44999999999987
618,13.83,3.44999999999987
619,13.83,3.44999999999987
620,13.83,3.44999999999987
621,13.83,3.44999999999987
622,13.83,3.44999999999987
623,13.83,3.44999999999987
624,13.83,3.44999999999987
625,13.83,3.44999999999987
626,13.83,3.44999999999987
627,13.83,3.44999999999987
628,13.83,3.44999999999987
629,13.83,3.44999999999987
630,13.83,3.44999999999987
631,13.83,3.44999999999987
632,13.83,3.44999999999987
633,13.83,3.44999999999987
634,13.83,3.44999999999987
635,13.83,3.44999999999987
636,13.83,3.44999999999987
637,13.83,3.44999999999987
638,13.83,3.44999999999987
639,13.83,3.44999999999987
640,13.83,3.44999999999987
641,13.83,3.44999999999987
642,13.83,3.44999999999987
643,13.83,3.44999999999987
644,13.83,3.44999999999987
645,13.83,3.44999999999987
646,13.83,3.44999999999987
647,13.83,3.44999999999987
648,13.83,3.44999999999987
649,13.83,3.44999999999987
650,13.83,3.44999999999987
651,13.83,3.44999999999987
652,13.83,3.44999999999987
653,13.83,3.44999999999987
654,13.83,3.44999999999987
655,13.83,3.44999999999987
656,13.83,3.44999999999987
657,13.83,3.44999999999987
658,13.83,3.44999999999987
659,13.83,3.44999999999987
660,13.83,3.44999999999987
661,13.83,3.44999999999987
662,13.83,3.44999999999987
663,13.83,3.44999999999987
664,13.83,3.44999999999987
665,13.83,3.44999999999987
666,13.83,3.44999999999987
667,13.83,3.44999999999987
668,13.83,3.44999999999987
669,13.83,3.44999999999987
670,13.83,3.44999999999987
671,13.83,3.44999999999987
672,13.83,3.44999999999987
673,13.83,3.44999999999987
674,13.83,3.44999999999987
675,13.83,3.44999999999987
676,13.83,3.44999999999987
677,13.83,3.44999999999987
678,13.83,3.44999999999987
679,13.83,3.44999999999987
680,13.83,3.44999999999987
681,13.83,3.44999999999987
682,13.83,3.44999999999987
683,13.83,3.44999999999987
684,13.83,3.44999999999987
685,13.83,3.44999999999987
686,13.83,3.44999999999987
687,13.83,3.44999999999987
688,13.83,3.44999999999987
689,13.83,3.44999999999987
690,13.83,3.44999999999987
691,13.83,3.44999999999987
692,13.83,3.44999999999987
693,13.83,3.44999999999987
694,13.83,3.44999999999987
695,13.83,3.44999999999987
696,13.83,3.44999999999987
697,13.83,3.44999999999987
698,13.83,3.44999999999987
699,13.83,3.44999999999987
700,13.83,3.44999999999987
701,13.83,3.44999999999987
702,13.83,3.44999999999987
703,13.83,3.44999999999987
704,13.83,3.44999999999987
705,13.83,3.44999999999987
706,13.83,3.44999999999987
707,13.83,3.44999999999987
708,13.83,3.44999999999987
709,13.83,3.44999999999987
710,13.83,3.44999999999987
711,13.83,3.44999999999987
712,13.03,2.59999999999997
713,12.23,1.74999999999994
714,12.23,1.74999999999994
715,12.23,1.74999999999994
716,12.23,1.74999999999994
717,12.23,1.74999999999994
718,12.23,1.74999999999994
719,12.23,1.74999999999994
720,11.43,0.89999999999992
721,10.63,0.049999999999898
722,10.63,0.049999999999898
723,10.63,0.049999999999898
724,10.63,0.049999999999898
725,10.63,0.049999999999898
726,10.63,0.049999999999898
727,10.63,0.049999999999898
728,10.63,0.049999999999898
729,10.63,0.049999999999898
730,10.63,0.049999999999898
731,10.73,0.14999999999992
732,10.83,0.249999999999943
733,10.83,0.249999999999943
734,10.83,0.249999999999943
735,10.83,0.249999999999943
736,9.73,-0.250000000000057
737,9.73,-0.250000000000057
738,9.73,-0.250000000000057
739,9.73,-0.250000000000057
740,9.73,-0.250000000000057
741,9.73,-0.250000000000057
742,9.73,-0.250000000000057
743,9.73,-0.250000000000057
744,9.73,-0.250000000000057
745,9.73,-0.250000000000057
746,9.73,-0.250000000000057
747,9.73,-0.250000000000057
748,9.73,-0.250000000000057
749,9.73,-0.250000000000057
750,9.73,-0.250000000000057
751,8.93,-1.10000000000008
752,8.13,-1.94999999999999
753,8.13,-1.94999999999999
754,8.13,-1.94999999999999
755,8.13,-1.94999999999999
756,8.13,-1.94999999999999
757,8.13,-1.94999999999999
758,8.13,-1.94999999999999
759,8.13,-1.94999999999999
760,8.13,-1.94999999999999
761,8.13,-1.94999999999999
762,8.13,-1.94999999999999
763,8.13,-1.94999999999999
764,8.13,-1.94999999999999
765,8.13,-1.94999999999999
766,8.13,-1.94999999999999
767,8.13,-1.94999999999999
768,8.13,-1.94999999999999
769,8.13,-1.94999999999999
770,8.13,-1.94999999999999
771,8.13,-1.94999999999999
772,8.13,-1.94999999999999
773,8.13,-1.94999999999999
774,8.13,-1.94999999999999
775,8.13,-1.94999999999999
776,8.13,-1.94999999999999
777,8.13,-1.94999999999999
778,8.13,-1.94999999999999
779,8.13,-1.94999999999999
780,8.13,-1.94999999999999
781,8.13,-1.94999999999999
782,8.13,-1.94999999999999
783,8.13,-1.94999999999999
784,8.13,-1.94999999999999
785,8.13,-1.94999999999999
786,8.13,-1.94999999999999
787,8.13,-1.94999999999999
788,8.13,-1.94999999999999
789,8.13,-1.94999999999999
790,8.13,-1.94999999999999
791,8.13,-1.94999999999999
792,8.13,-1.94999999999999
793,8.13,-1.94999999999999
794,8.13,-1.94999999999999
795,8.13,-1.94999999999999
796,8.13,-1.94999999999999
797,8.13,-1.94999999999999
798,8.13,-1.94999999999999
799,8.13,-1.94999999999999
800,8.13,-1.94999999999999
801,8.13,-1.94999999999999
802,8.13,-1.94999999999999
803,8.13,-1.94999999999999
804,8.13,-1.94999999999999
805,8.13,-1.94999999999999
806,8.13,-1.94999999999999
807,8.13,-1.94999999999999
808,8.13,-1.94999999999999
809,8.13,-1.94999999999999
810,8.13,-1.94999999999999
811,8.13,-1.94999999999999
812,8.13,-1.94999999999999
813,8.13,-1.94999999999999
814,8.13,-1.94999999999999
815,8.13,-1.94999999999999
816,8.13,-1.94999999999999
817,8.13,-1.94999999999999
818,8.13,-1.94999999999999
819,8.13,-1.94999999999999
820,8.13,-1.94999999999999
821,8.13,-1.94999999999999
822,8.13,-1.94999999999999
823,8.13,-1.94999999999999
824,8.13,-1.94999999999999
825,8.13,-1.94999999999999
826,8.13,-1.94999999999999
827,8.13,-1.94999999999999
828,8.13,-1.94999999999999
829,8.13,-1.94999999999999
830,8.13,-1.94999999999999
831,8.13,-1.94999999999999
832,8.13,-1.94999999999999
833,8.13,-1.94999999999999
834,8.13,-1.94999999999999
835,8.13,-1.94999999999999
836,8.13,-1.94999999999999
837,8.13,-1.94999999999999
838,8.13,-1.94999999999999
839,8.13,-1.94999999999999
840,8.13,-1.94999999999999
841,8.13,-1.94999999999999
842,8.13,-1.94999999999999
843,8.13,-1.94999999999999
844,8.13,-1.94999999999999
845,8.13,-1.94999999999999
846,8.13,-1.94999999999999
847,8.13,-1.94999999999999
848,8.13,-1.94999999999999
849,8.13,-1.94999999999999
850,8.13,-1.94999999999999
851,8.13,-1.94999999999999
852,8.13,-1.94999999999999
853,8.13,-1.94999999999999
854,8.13,-1.94999999999999
855,8.13,-1.94999999999999
856,8.13,-1.94999999999999
857,8.13,-1.94999999999999
858,8.13,-1.94999999999999
859,8.13,-1.94999999999999
860,8.13,-1.94999999999999
861,8.13,-1.94999999999999
862,8.13,-1.94999999999999
863,8.13,-1.94999999999999
864,8.13,-1.94999999999999
865,8.13,-1.94999999999999
866,8.13,-1.94999999999999
867,8.13,-1.94999999999999
868,8.13,-1.94999999999999
869,8.13,-1.94999999999999
870,8.13,-1.94999999999999
871,8.13,-1.94999999999999
872,8.13,-1.94999999999999
873,8.13,-1.94999999999999
874,8.13,-1.94999999999999
875,8.13,-1.94999999999999
876,8.13,-1.94999999999999
877,8.13,-1.94999999999999
878,8.13,-1.94999999999999
879,8.13,-1.94999999999999
880,8.13,-1.94999999999999
881,8.13,-1.94999999999999
882,8.13,-1.94999999999999
883,8.13,-1.94999999999999
884,8.13,-1.94999999999999
885,8.13,-1.94999999999999
886,8.13,-1.94999999999999
887,8.13,-1.94999999999999
888,8.13,-1.94999999999999
889,8.13,-1.94999999999999
890,8.13,-1.94999999999999
891,8.13,-1.94999999999999
892,8.13,-1.94999999999999
893,8.13,-1.94999999999999
894,8.13,-1.94999999999999
895,8.13,-1.94999999999999
896,8.13,-1.94999999999999
897,8.13,-1.94999999999999
898,8.13,-1.94999999999999
899,8.13,-1.94999999999999
900,8.13,-1.94999999999999
901,8.13,-1.94999999999999
902,8.13,-1.94999999999999
903,8.13,-1.94999999999999
904,8.13,-1.94999999999999
905,8.13,-1.94999999999999
906,8.13,-1.94999999999999
907,8.13,-1.94999999999999
908,8.13,-1.94999999999999
909,8.13,-1.94999999999999
910,8.13,-1.94999999999999
911,8.13,-1.94999999999999
912,8.13,-1.94999999999999
913,8.13,-1.94999999999999
914,8.13,-1.94999999999999
915,8.13,-1.94999999999999
916,8.13,-1.94999999999999
917,8.13,-1.94999999999999
918,8.13,-1.94999999999999
919,8.13,-1.94999999999999
920,8.13,-1.94999999999999
921,8.13,-1.94999999999999
922,8.13,-1.94999999999999
923,8.13,-1.94999999999999
924,8.13,-1.94999999999999
925,8.13,-1.94999999999999
926,8.13,-1.94999999999999
927,8.13,-1.94999999999999
928,8.13,-1.94999999999999
929,8.13,-1.94999999999999
930,8.13,-1.94999999999999
931,8.13,-1.94999999999999
932,8.13,-1.94999999999999
933,8.13,-1.94999999999999
934,8.13,-1.94999999999999
935,8.13,-1.94999999999999
936,8.13,-1.94999999999999
937,8.13,-1.94999999999999
938,8.13,-1.94999999999999
939,8.13,-1.94999999999999
940,8.13,-1.94999999999999
941,8.13,-1.94999999999999
942,8.13,-1.94999999999999
943,8.13,-1.94999999999999
944,8.13,-1.94999999999999
945,8.13,-1.94999999999999
946,8.13,-1.94999999999999
947,8.13,-1.94999999999999
948,8.13,-1.94999999999999
949,8.13,-1.94999999999999
950,8.13,-1.94999999999999
951,8.13,-1.94999999999999
952,8.13,-1.94999999999999
953,8.13,-1.94999999999999
954,8.13,-1.94999999999999
955,8.13,-1.94999999999999
956,8.13,-1.94999999999999
957,8.13,-1.94999999999999
958,8.13,-1.94999999999999
959,8.13,-1.94999999999999
960,8.13,-1.94999999999999
961,8.13,-1.94999999999999
962,8.13,-1.94999999999999
963,8.13,-1.94999999999999
964,8.13,-1.94999999999999
965,8.13,-1.94999999999999
966,8.13,-1.94999999999999
967,8.13,-1.94999999999999
968,8.13,-1.94999999999999
969,8.13,-1.94999999999999
970,8.13,-1.94999999999999
971,8.13,-1.94999999999999
972,8.13,-1.94999999999999
973,8.13,-1.94999999999999
974,8.13,-1.94999999999999
975,8.13,-1.94999999999999
976,8.13,-1.94999999999999
